تاریخ,کد کالا,نام کالا,واحد,تعداد,قیمت واحد,بهای واحد,مبلغ کل,مشتری
1404/07/15,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,17,71335,55828,1212695,سوپر پروتئین سبز
1404/07/15,SKU00050,صابون بسته ۶ عددی,بسته,14,93046,74437,1302644,بوفه دانشگاه
1404/07/16,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3492692,2949385,6985384,سوپر پروتئین سبز
1404/07/16,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2056808,1629923,8227232,تعاونی مصرف کارکنان
1404/07/16,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,24,143588,116423,3446112,بقالی برادران احمدی
1404/07/16,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,6,353150,294938,2118900,فروشگاه رفاه محلی
1404/07/16,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,24,32598,27165,782352,کافه رستوران ونک
1404/07/16,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,5,190158,151350,950790,تعاونی مصرف کارکنان
1404/07/16,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,403600,325985,1210800,مینی‌مارکت شبانه
1404/07/16,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,51,37255,29494,1900005,سوپرمارکت آفتاب
1404/07/16,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,26,74511,60540,1937286,مینی‌مارکت نسیم
1404/07/16,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,16,40360,32598,645760,بوفه دانشگاه
1404/07/16,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,9,83825,68302,754425,بقالی برادران احمدی
1404/07/16,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,19,130394,104781,2477486,بوفه دانشگاه
1404/07/16,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,110214,89258,661284,مینی‌مارکت نسیم
1404/07/16,SKU00039,عدس ۹۰۰ گرمی,عدد,6,94691,76063,568146,مینی‌مارکت شبانه
1404/07/16,SKU00040,نخود ۹۰۰ گرمی,عدد,5,100900,81496,504500,فروشگاه یاس
1404/07/16,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,19,85377,68302,1622163,سوپر پروتئین سبز
1404/07/16,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,29,40360,32598,1170440,مینی‌مارکت نسیم
1404/07/16,SKU00043,ماست دبه ۲ کیلویی,عدد,10,159112,128065,1591120,فروشگاه گلستان
1404/07/16,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,12,91586,73735,1099032,کافه رستوران ونک
1404/07/16,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,12,170754,135827,2049048,کافه رستوران ونک
1404/07/16,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,364792,298819,2188752,فروشگاه امید
1404/07/16,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,20,65973,52778,1319460,هایپر نیک
1404/07/16,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,4,208009,166873,832036,تعاونی مصرف کارکنان
1404/07/16,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,14,71406,55883,999684,مینی‌مارکت نسیم
1404/07/16,SKU00050,صابون بسته ۶ عددی,بسته,9,93138,74511,838242,سوپر پروتئین سبز
1404/07/17,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,7,3496154,2952308,24473078,تعاونی مصرف کارکنان
1404/07/17,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,6,2058846,1631538,12353076,بقالی برادران احمدی
1404/07/17,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,35,143731,116538,5030585,مینی‌مارکت نسیم
1404/07/17,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,8,353500,295231,2828000,فروشگاه رفاه محلی
1404/07/17,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,27,32631,27192,881037,تعاونی مصرف کارکنان
1404/07/17,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,19,190346,151500,3616574,سوپر مارکت البرز
1404/07/17,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,9,404000,326308,3636000,فروشگاه یاس
1404/07/17,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,52,37292,29523,1939184,مینی‌مارکت نسیم
1404/07/17,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,13,74585,60600,969605,سوپر مارکت البرز
1404/07/17,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,46,40400,32631,1858400,سوپرمارکت پارسیان
1404/07/17,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,18,83908,68369,1510344,سوپر مارکت البرز
1404/07/17,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,20,130523,104885,2610460,فروشگاه رفاه محلی
1404/07/17,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,10,110323,89346,1103230,سوپر پروتئین سبز
1404/07/17,SKU00039,عدس ۹۰۰ گرمی,عدد,10,94785,76138,947850,فروشگاه یاس
1404/07/17,SKU00040,نخود ۹۰۰ گرمی,عدد,7,101000,81577,707000,هایپر نیک
1404/07/17,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,40,85462,68369,3418480,سوپرمارکت آفتاب
1404/07/17,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,60,40400,32631,2424000,فروشگاه زنجیره‌ای مهر
1404/07/17,SKU00043,ماست دبه ۲ کیلویی,عدد,17,159269,128192,2707573,فروشگاه امید
1404/07/17,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,17,91677,73808,1558509,فروشگاه سپیدار
1404/07/17,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,17,170923,135962,2905691,بقالی برادران احمدی
1404/07/17,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,1,365154,299115,365154,هایپر ستاره شهر
1404/07/17,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,32,66038,52831,2113216,سوپر مارکت البرز
1404/07/17,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,8,208215,167038,1665720,هایپر ستاره شهر
1404/07/17,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,22,71477,55938,1572494,فروشگاه گلستان
1404/07/17,SKU00050,صابون بسته ۶ عددی,بسته,18,93231,74585,1678158,سوپرمارکت پارسیان
1404/07/18,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3499615,2955231,6999230,مینی‌مارکت نسیم
1404/07/18,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,2,2060885,1633154,4121770,سوپرمارکت آفتاب
1404/07/18,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,21,143873,116654,3021333,فروشگاه یاس
1404/07/18,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,353850,295523,1769250,فروشگاه زنجیره‌ای مهر
1404/07/18,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,21,32663,27219,685923,سوپرمارکت پارسیان
1404/07/18,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,4,190535,151650,762140,فروشگاه سپیدار
1404/07/18,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,2,404400,326631,808800,مینی‌مارکت نسیم
1404/07/18,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,29,37329,29552,1082541,سوپرمارکت آفتاب
1404/07/18,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,9,74658,60660,671922,فروشگاه امید
1404/07/18,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,16,40440,32663,647040,فروشگاه رفاه محلی
1404/07/18,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,11,83991,68437,923901,سوپر پروتئین سبز
1404/07/18,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,10,130652,104988,1306520,هایپر ستاره شهر
1404/07/18,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,4,110432,89435,441728,کافه رستوران ونک
1404/07/18,SKU00039,عدس ۹۰۰ گرمی,عدد,7,94878,76214,664146,هایپر ستاره شهر
1404/07/18,SKU00040,نخود ۹۰۰ گرمی,عدد,3,101100,81658,303300,هایپر ستاره شهر
1404/07/18,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,8,85546,68437,684368,سوپر مارکت البرز
1404/07/18,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,16,40440,32663,647040,فروشگاه امید
1404/07/18,SKU00043,ماست دبه ۲ کیلویی,عدد,4,159427,128319,637708,بقالی برادران احمدی
1404/07/18,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,6,91768,73881,550608,سوپر مارکت البرز
1404/07/18,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,7,171092,136096,1197644,فروشگاه یاس
1404/07/18,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,365515,299412,1827575,فروشگاه یاس
1404/07/18,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,12,66104,52883,793248,سوپرمارکت آفتاب
1404/07/18,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,3,208422,167204,625266,سوپر پروتئین سبز
1404/07/18,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,4,71548,55994,286192,مینی‌مارکت نسیم
1404/07/18,SKU00050,صابون بسته ۶ عددی,بسته,5,93323,74658,466615,فروشگاه یاس
1404/07/19,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,5,3503077,2958154,17515385,فروشگاه یاس
1404/07/19,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,4,2062923,1634769,8251692,هایپر ستاره شهر
1404/07/19,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,24,144015,116769,3456360,فروشگاه زنجیره‌ای مهر
1404/07/19,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,354200,295815,1771000,مینی‌مارکت نسیم
1404/07/19,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,19,32695,27246,621205,هایپر ستاره شهر
1404/07/19,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,3,190723,151800,572169,فروشگاه یاس
1404/07/19,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,404800,326954,2024000,مینی‌مارکت شبانه
1404/07/19,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,42,37366,29582,1569372,فروشگاه امید
1404/07/19,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,13,74732,60720,971516,هایپر ستاره شهر
1404/07/19,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,8,40480,32695,323840,کافه رستوران ونک
1404/07/19,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,19,84074,68505,1597406,سوپر پروتئین سبز
1404/07/19,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,22,130782,105092,2877204,هایپر نیک
1404/07/19,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,9,110542,89523,994878,سوپر مارکت البرز
1404/07/19,SKU00039,عدس ۹۰۰ گرمی,عدد,10,94972,76289,949720,تعاونی مصرف کارکنان
1404/07/19,SKU00040,نخود ۹۰۰ گرمی,عدد,5,101200,81738,506000,کافه رستوران ونک
1404/07/19,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,26,85631,68505,2226406,بقالی برادران احمدی
1404/07/19,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,43,40480,32695,1740640,سوپر مارکت البرز
1404/07/19,SKU00043,ماست دبه ۲ کیلویی,عدد,11,159585,128446,1755435,سوپرمارکت پارسیان
1404/07/19,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,9,91858,73954,826722,مینی‌مارکت نسیم
1404/07/19,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,12,171262,136231,2055144,فروشگاه امید
1404/07/19,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,365877,299708,2195262,فروشگاه امید
1404/07/19,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,13,66169,52935,860197,مینی‌مارکت نسیم
1404/07/19,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,208628,167369,1251768,فروشگاه گلستان
1404/07/19,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,15,71618,56049,1074270,فروشگاه رفاه محلی
1404/07/19,SKU00050,صابون بسته ۶ عددی,بسته,7,93415,74732,653905,سوپر مارکت البرز
1404/07/20,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3506538,2961077,7013076,فروشگاه رفاه محلی
1404/07/20,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2064962,1636385,10324810,کافه رستوران ونک
1404/07/20,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,28,144158,116885,4036424,بوفه دانشگاه
1404/07/20,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,9,354550,296108,3190950,فروشگاه یاس
1404/07/20,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,21,32728,27273,687288,بقالی برادران احمدی
1404/07/20,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,4,190912,151950,763648,هایپر نیک
1404/07/20,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,405200,327277,2026000,فروشگاه گلستان
1404/07/20,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,57,37403,29611,2131971,سوپرمارکت آفتاب
1404/07/20,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,26,74806,60780,1944956,هایپر ستاره شهر
1404/07/20,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,21,40520,32728,850920,بوفه دانشگاه
1404/07/20,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,11,84157,68572,925727,تعاونی مصرف کارکنان
1404/07/20,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,13,130911,105196,1701843,بقالی برادران احمدی
1404/07/20,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,110651,89612,663906,سوپر مارکت البرز
1404/07/20,SKU00039,عدس ۹۰۰ گرمی,عدد,7,95066,76365,665462,بوفه دانشگاه
1404/07/20,SKU00040,نخود ۹۰۰ گرمی,عدد,4,101300,81819,405200,فروشگاه رفاه محلی
1404/07/20,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,14,85715,68572,1200010,سوپرمارکت آفتاب
1404/07/20,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,30,40520,32728,1215600,فروشگاه زنجیره‌ای مهر
1404/07/20,SKU00043,ماست دبه ۲ کیلویی,عدد,15,159742,128573,2396130,فروشگاه رفاه محلی
1404/07/20,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,7,91949,74027,643643,فروشگاه امید
1404/07/20,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,2,171431,136365,342862,فروشگاه یاس
1404/07/20,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,366238,300004,1464952,تعاونی مصرف کارکنان
1404/07/20,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,16,66235,52988,1059760,فروشگاه سپیدار
1404/07/20,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,7,208834,167535,1461838,فروشگاه یاس
1404/07/20,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,18,71689,56105,1290402,فروشگاه سپیدار
1404/07/20,SKU00050,صابون بسته ۶ عددی,بسته,14,93508,74806,1309112,فروشگاه گلستان
1404/07/21,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3510000,2964000,10530000,تعاونی مصرف کارکنان
1404/07/21,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,7,2067000,1638000,14469000,فروشگاه گلستان
1404/07/21,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,16,144300,117000,2308800,فروشگاه زنجیره‌ای مهر
1404/07/21,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,8,354900,296400,2839200,سوپر مارکت البرز
1404/07/21,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,26,32760,27300,851760,بوفه دانشگاه
1404/07/21,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,12,191100,152100,2293200,مینی‌مارکت شبانه
1404/07/21,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,3,405600,327600,1216800,فروشگاه یاس
1404/07/21,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,19,37440,29640,711360,سوپر پروتئین سبز
1404/07/21,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,14,74880,60840,1048320,سوپر مارکت البرز
1404/07/21,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,23,40560,32760,932880,بوفه دانشگاه
1404/07/21,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,7,84240,68640,589680,کافه رستوران ونک
1404/07/21,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,11,131040,105300,1441440,فروشگاه امید
1404/07/21,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,10,110760,89700,1107600,مینی‌مارکت نسیم
1404/07/21,SKU00039,عدس ۹۰۰ گرمی,عدد,6,95160,76440,570960,تعاونی مصرف کارکنان
1404/07/21,SKU00040,نخود ۹۰۰ گرمی,عدد,5,101400,81900,507000,فروشگاه سپیدار
1404/07/21,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,23,85800,68640,1973400,سوپر مارکت البرز
1404/07/21,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,21,40560,32760,851760,مینی‌مارکت نسیم
1404/07/21,SKU00043,ماست دبه ۲ کیلویی,عدد,13,159900,128700,2078700,سوپرمارکت آفتاب
1404/07/21,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,11,92040,74100,1012440,فروشگاه زنجیره‌ای مهر
1404/07/21,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,9,171600,136500,1544400,فروشگاه رفاه محلی
1404/07/21,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,4,366600,300300,1466400,مینی‌مارکت شبانه
1404/07/21,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,17,66300,53040,1127100,مینی‌مارکت شبانه
1404/07/21,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,8,209040,167700,1672320,فروشگاه امید
1404/07/21,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,15,71760,56160,1076400,فروشگاه رفاه محلی
